listing_id,host_id,host_since,name,neighbourhood,property_type,room_type,bedrooms,price,number_of_reviews,review_scores_rating
33923527,256146089,2019-04-16,Double Room 4min From Sagrada Familia*****,la Dreta de l'Eixample,Apartment,Private room,1.0,107,0,
33924251,115783949,2017-02-10,LA COLOMETA FIRA BARCELONA RENT FOR MONTHS,Sants - Badal,Apartment,Entire home/apt,3.0,20,0,
33925020,5264883,2013-02-28,"Upscale city center apartment w/ pool, gym, sauna",la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,113,0,
33926614,27573426,2015-02-11,"Vidre - Perfect place in the heart of Barcelona. Spacious, bright and quiet",el Barri Gòtic,Apartment,Entire home/apt,2.0,55,0,
33929794,158023606,2017-11-09,Cosy 3 bedroom apartment near Arc de Triomf,la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,205,0,
33929991,256181066,2019-04-16,CHARMING LOFT IN THE CENTER OF BARCELONA,el Raval,Loft,Entire home/apt,1.0,53,0,
33930149,256218666,2019-04-16,"HABITACIÓN DOBLE, CÉNTRICA Y TRANQUILA",Sant Antoni,Apartment,Private room,1.0,29,4,100.0
33932131,250093014,2019-03-20,MODERNIST AND LUXURIOUS APARTMENT IN EIXAMPLE,la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,74,0,
33932231,170716140,2018-01-30,2693 - AB Barcelona Luxury Sea Views 1 - Beautiful Apartment in Barceloneta,la Barceloneta,Apartment,Entire home/apt,2.0,145,0,
33932233,170716140,2018-01-30,2694 - AB Barcelona Luxury Sea Views 2 - Wonderful Barceloneta Apartment for 4,la Barceloneta,Apartment,Entire home/apt,2.0,102,0,
33932238,170716140,2018-01-30,2695 - AB Barcelona Luxury Sea Views 3 - Amazing Apartment in Barceloneta for 4,la Barceloneta,Apartment,Entire home/apt,2.0,110,0,
33932240,170716140,2018-01-30,2696 - AB Barcelona Luxury Sea Views 4 - Modern Barceloneta Apartment for 4,la Barceloneta,Apartment,Entire home/apt,2.0,110,0,
33932434,250093014,2019-03-20,MODERNIST AND LUXURIOUS APARTMENT IN CENTRAL AREA,la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,65,0,
33932660,256236799,2019-04-16,Bedroom sagrada familia,el Camp d'en Grassot i Gràcia Nova,Bed and breakfast,Private room,0.0,80,1,100.0
33934998,255778610,2019-04-14,GREAT COZY CENTRIC APARTMENT IDEAL FOR  FAMILIES,el Barri Gòtic,Apartment,Entire home/apt,2.0,270,3,93.0
33935433,131193165,2017-05-20,APARTAMENTO POR ARCO DEL TRIUNFO Y LAS RAMBLAS,la Dreta de l'Eixample,Apartment,Entire home/apt,1.0,60,2,90.0
33935579,255778610,2019-04-14,CENTRIC FLAT FOR 6 PPL NEXT 2 PL.CATALUNYA RAMBLA,el Raval,Apartment,Entire home/apt,2.0,200,1,60.0
33937367,244170361,2019-02-19,Comfortable double room in the center,el Raval,Apartment,Private room,1.0,75,2,60.0
33938404,229682189,2018-12-08,Barcelona Sants,la Bordeta,Apartment,Private room,1.0,22,2,100.0
33938822,256190837,2019-04-16,Anna’s place,Sant Antoni,Apartment,Private room,1.0,146,0,
33939187,256280731,2019-04-16,Comfortable BunkBeds 3mins away to SagradaFamilia,el Fort Pienc,Apartment,Private room,1.0,19,1,100.0
33940140,255172369,2019-04-11,Habitacion loft cerca sagrada familia,el Camp d'en Grassot i Gràcia Nova,Loft,Private room,1.0,65,4,85.0
33940454,256280731,2019-04-16,Nice & Cozy BunkBeds 3mins away to SagradaFamilia2,la Sagrada Família,Apartment,Private room,1.0,19,0,
33940631,256291929,2019-04-16,LAS RAMBLAS - TERRAZA/BALCON ( OB - C ),el Barri Gòtic,Apartment,Private room,1.0,185,0,
33940949,256294156,2019-04-16,Anna’s place,Sant Antoni,Apartment,Private room,1.0,96,1,100.0
33941149,256280731,2019-04-16,Cozy Double Bedroom 3mins away to Sagrada Familia,la Sagrada Família,Apartment,Private room,1.0,21,0,
33941258,256280731,2019-04-16,Cozy & Super Central 2Single Beds in Barcelona 2B,la Dreta de l'Eixample,Apartment,Private room,1.0,14,0,
33941348,256280731,2019-04-16,Super Central Double Bedroom in Barcelona 3B,la Dreta de l'Eixample,Apartment,Private room,1.0,23,2,100.0
33942042,103131132,2016-11-09,DOUBLE ROOM WITH PRIVATE BATHROOM -Sagrada Familia,la Sagrada Família,Apartment,Private room,1.0,60,4,100.0
33947942,256357783,2019-04-17,Quiet&Comfortable Room close to Hot Spots of BCN,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,70,2,60.0
33948681,256291929,2019-04-16,HAB DOBLE EXTERIOR ( AR - D ),l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,100,0,
33950189,256372074,2019-04-17,Very central location!,el Raval,Apartment,Private room,1.0,80,0,
33950700,256356402,2019-04-17,"Super Central Room, Exaimple",l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,26,1,100.0
33950777,256372074,2019-04-17,Very central location!!,el Raval,Apartment,Private room,1.0,80,0,
33950944,9157522,2013-10-01,Céntrico alojamiento frente al mar,la Barceloneta,Apartment,Private room,1.0,40,1,100.0
33952563,256372074,2019-04-17,Very central location!!!,el Raval,Apartment,Private room,1.0,65,0,
33952810,256372074,2019-04-17,Very central location!!!!,el Raval,Apartment,Private room,1.0,35,0,
33952814,52289874,2015-12-26,Big room in Barcelona City center - Raval,el Raval,Apartment,Private room,1.0,55,1,100.0
33953124,193618270,2018-06-05,Apartment in Barceloneta with a roof top BHB2-3652,la Barceloneta,Apartment,Entire home/apt,1.0,69,0,
33953318,8088558,2013-08-11,Alojamiento ENTERO cerca de playa y centro,el Poblenou,Apartment,Entire home/apt,0.0,80,1,80.0
33953990,252947847,2019-04-03,Apartment Diagonal Beach,el Besòs i el Maresme,Apartment,Entire home/apt,3.0,70,0,
33956965,255962289,2019-04-15,BigRoom 1 min Rambla balcony private bathroom*****,el Barri Gòtic,Apartment,Private room,1.0,200,1,60.0
33957515,150795362,2017-09-16,4# Double Room with bathroom A/C,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,50,2,100.0
33958398,210282852,2018-08-18,The perfect Room for you Stay in BCN.,el Raval,Apartment,Private room,1.0,45,0,
33958737,157115969,2017-11-02,ROOMS TRAMUNTANA & MESTRAL,la Nova Esquerra de l'Eixample,Apartment,Private room,2.0,120,0,
33959852,150795362,2017-09-16,3# Double Suite with bathroom A/C,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,50,4,95.0
33960796,256435501,2019-04-17,Piso soleado en Sagrada Familia,la Sagrada Família,Apartment,Private room,2.0,124,0,
33962533,256450478,2019-04-17,PRIVATE AND LOVELY ROOM FOR TWO OR ONE.,el Clot,Apartment,Private room,1.0,49,6,87.0
33964245,7104112,2013-06-25,Single bed in 4 bed mixed dormitory room / Non Refundable,l'Antiga Esquerra de l'Eixample,Hostel,Shared room,1.0,30,0,
33964269,7104112,2013-06-25,Single bed in 8-bed Female Dormitory Room / Non Refundable,l'Antiga Esquerra de l'Eixample,Hostel,Shared room,1.0,25,0,
33964296,7104112,2013-06-25,Basic triple room with shared bathroom / Non Refundable,l'Antiga Esquerra de l'Eixample,Hostel,Private room,1.0,80,0,
33964593,256464839,2019-04-17,A peaceful and bright place to enjoy Barcelona,Sarrià,Apartment,Private room,2.0,45,0,
33964786,7104112,2013-06-25,Superior double room / Non Refundable,l'Antiga Esquerra de l'Eixample,Hostel,Private room,1.0,75,0,
33964991,7104112,2013-06-25,Junior Suite King size bed DALÍ / Non Refundable,l'Antiga Esquerra de l'Eixample,Hostel,Private room,1.0,90,0,
33965944,234569768,2019-01-05,MAR Y SOL,el Besòs i el Maresme,Apartment,Private room,1.0,55,0,
33965950,152880241,2017-10-01,Doble room next to Plaza España.,la Marina de Port,Condominium,Private room,1.0,35,3,87.0
33967959,256489659,2019-04-17,Great Location near Gaudi (Paseo de Gracia)!,la Dreta de l'Eixample,Apartment,Entire home/apt,1.0,60,0,
33969401,152880241,2017-10-01,Doble room next to Plaza España.,la Marina de Port,Condominium,Private room,1.0,35,3,93.0
33969466,1906609,2012-03-12,Private room shared apartament barcelona center,el Barri Gòtic,Apartment,Private room,1.0,47,0,
33969664,152880241,2017-10-01,Doble room next to Plaza España.,la Marina de Port,Condominium,Private room,1.0,33,0,
33970008,106627805,2016-12-08,Barcelona Center Blue,les Corts,Apartment,Private room,1.0,35,1,80.0
33977636,174578755,2018-02-21,Good karma house with views to Barcelona,Sarrià,House,Entire home/apt,4.0,480,0,
33978097,256569872,2019-04-18,Sagrada familia - Hospital de Sant Pau,el Camp de l'Arpa del Clot,House,Private room,1.0,50,1,100.0
33979362,256577297,2019-04-18,Big triple ROOM 4 min from LaRambla*****,el Barri Gòtic,Apartment,Private room,1.0,100,0,
33980211,224372816,2018-11-05,Beautiful apart in the city center MIN 32 NIGHTS!,el Raval,Apartment,Entire home/apt,3.0,115,0,
33980327,256583658,2019-04-18,Elegant LOFT in GRACIA! Good location!,el Camp d'en Grassot i Gràcia Nova,Apartment,Entire home/apt,1.0,110,0,
33980441,4459553,2012-12-21,2818 - AB Gracia 5 bedroom apartment with balcony - Luminous 5-Bedroom Apartment in Gràcia neighborhood with Balcony,la Vila de Gràcia,Apartment,Entire home/apt,5.0,600,0,
33980450,256583658,2019-04-18,KUKI PLACE IN POLBLE SEC!!,Sant Antoni,Apartment,Entire home/apt,1.0,110,0,
33980529,130617746,2017-05-16,Cozy apartment beach &ramblas,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,44,0,
33980607,256577297,2019-04-18,Big triple ROOM 3 min from Rambla*****,el Barri Gòtic,Apartment,Private room,1.0,100,0,
33982051,35734146,2015-06-13,SÚPER HABITACIÓN EN MARAGALL,el Guinardó,Apartment,Private room,1.0,30,2,80.0
33982568,36127143,2015-06-18,Apartamento Plaza Urquinaona,el Poblenou,Apartment,Entire home/apt,1.0,58,0,
33982926,222058736,2018-10-22,Romantic luxury and cozy  iv,la Vila de Gràcia,Apartment,Entire home/apt,1.0,150,0,
33983015,255962289,2019-04-15,Large triple/quadruple room 5 min from LaRambla,el Barri Gòtic,Apartment,Private room,1.0,200,2,80.0
33983046,256251596,2019-04-16,BIG AND SUNNY ROOM IN SHARED FLAT IN CITY CENTER,el Poble Sec,Apartment,Private room,1.0,50,0,
33983212,255777870,2019-04-14,Quiet room for solo traveler in <3 bcn + breakfast,el Raval,Apartment,Private room,1.0,16,4,90.0
33984534,2439400,2012-05-22,Key BCN Girona 4.1,la Dreta de l'Eixample,Apartment,Entire home/apt,5.0,89,0,
33985186,80206422,2016-06-27,"Comfortable apartment near of the sea! CCIB,FORUM",el Besòs i el Maresme,Apartment,Entire home/apt,3.0,95,1,80.0
33986160,35936647,2015-06-16,Casa Cosi - Eixample 1,l'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,2.0,250,0,
33986187,253554882,2019-04-05,Habitación  Doble-piso familiar (solo mujeres ),l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,35,3,100.0
33986297,255221462,2019-04-11,CENTRAL FLAT,el Poble Sec,Apartment,Entire home/apt,3.0,45,1,60.0
33986601,238915037,2019-01-25,NICE BEDROOM (Priv.Bathroom) ❤ LAS RAMBLAS,el Barri Gòtic,Apartment,Private room,1.0,110,0,
33987054,256625505,2019-04-18,Luminous private Room in the Center Plaza Spain.,Sant Antoni,Apartment,Private room,1.0,59,0,
33988542,3204398,2012-08-09,Mireia's Attic,la Trinitat Vella,Apartment,Entire home/apt,2.0,40,0,
33989987,153943393,2017-10-09,New Apartment Eixample A - Gaudi,la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,175,0,
33990020,103131132,2016-11-09,Private double room close to the: SAGRADA FAMILIA,la Sagrada Família,Apartment,Private room,1.0,80,3,100.0
33991934,33776136,2015-05-19,Cozy little room with private bath at The Borne,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,60,4,100.0
33992234,256659444,2019-04-18,Comfy flat near La Rambla and Columbus monument,el Raval,Apartment,Entire home/apt,0.0,180,1,80.0
33992482,255221462,2019-04-11,Sants Studio,Sants,Apartment,Entire home/apt,0.0,49,1,80.0
33992572,7285822,2013-07-04,Sunny Big RooM in GRACIA,la Vila de Gràcia,Apartment,Private room,1.0,80,1,100.0
33992603,256662485,2019-04-18,Summer Rooftop Terrace,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,95,0,
33994320,256357783,2019-04-17,Two Rooms for 4 people***close to Hot Spots of BCN,l'Antiga Esquerra de l'Eixample,Apartment,Private room,2.0,100,6,83.0
33994569,7104112,2013-06-25,Single Bed in 6-Bed Female Dormitory / Non Refundable (single bed in 6 bed female dormitory room non refundable,l'Antiga Esquerra de l'Eixample,Hostel,Shared room,1.0,30,0,
33994679,7104112,2013-06-25,Single bed in 8-bed Male Dormitory Room / Non Refundable,l'Antiga Esquerra de l'Eixample,Hostel,Shared room,1.0,25,0,
33994890,256291929,2019-04-16,HABITACION DOBLE (REG ),el Barri Gòtic,Apartment,Private room,1.0,100,2,70.0
33995838,147252138,2017-08-22,Super great individual room with spectacular view,Vallcarca i els Penitents,Apartment,Private room,1.0,48,0,
33995917,44413943,2015-09-17,Comfortable double bedroom in a quiet neighborhood,el Carmel,Apartment,Private room,1.0,35,0,
33995977,11320974,2014-01-15,Casita para largas estancias (mínimo 35días),Can Baró,House,Entire home/apt,3.0,74,0,
33996130,194270248,2018-06-08,"Panoramic view apt by the beach, 1BR, WiFi, AC",Provençals del Poblenou,Apartment,Entire home/apt,1.0,155,0,
33996723,152880241,2017-10-01,Doble room next to Plaza España.,la Marina de Port,Condominium,Private room,1.0,30,4,85.0
34002932,789080,2011-07-07,Single room in Sant Gervasi,Sant Gervasi - la Bonanova,Apartment,Private room,1.0,18,0,
34005559,7104112,2013-06-25,Single bed in 6-bed Mixed Dormitory Room / Non Refundable,l'Antiga Esquerra de l'Eixample,Hostel,Shared room,1.0,25,0,
34006314,252494763,2019-04-01,Pequeña habitación en el corazón de El Born,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,70,0,
34006713,237057526,2019-01-16,Gothic room,el Barri Gòtic,Apartment,Private room,1.0,40,0,
34008378,1528801,2011-12-22,TINY DOUBLE ROOM IN EIXAMPLE!,la Dreta de l'Eixample,Apartment,Private room,0.0,35,0,
34009735,256792234,2019-04-19,CozyAticWithTerraceOldTownWiFiA/C,"Sant Pere, Santa Caterina i la Ribera",Guest suite,Entire home/apt,0.0,45,0,
34010007,256794654,2019-04-19,LOVELY ROOM NEAR TO THE BEACH and CENTER BCN.,la Verneda i la Pau,Apartment,Private room,1.0,40,1,60.0
34010120,256795802,2019-04-19,LUMINOUS APARTMENT IN FRONT OF THE SEA,la Barceloneta,Apartment,Entire home/apt,1.0,179,1,100.0
34010427,256357783,2019-04-17,***Cozy room for two close to Plaza Universidad***,l'Antiga Esquerra de l'Eixample,Apartment,Private room,1.0,70,3,93.0
34010485,256796397,2019-04-19,Individual Room For ONLY GIRLS In La Barceloneta,la Barceloneta,Apartment,Private room,0.0,22,3,100.0
34010681,229738271,2018-12-08,Apartamento en centro del popular zona de Gracia,la Vila de Gràcia,Apartment,Entire home/apt,1.0,150,1,60.0
34011814,256807924,2019-04-19,Very central! PL1,el Raval,Apartment,Private room,1.0,60,0,
34012295,256807924,2019-04-19,Very central!! PL2,el Raval,Apartment,Private room,1.0,70,0,
34012377,67038599,2016-04-13,Amazing room for 4 persons in Plaza España,la Font de la Guatlla,Condominium,Private room,0.0,60,3,100.0
34012721,256807924,2019-04-19,Very central!!! PL3,el Raval,Apartment,Private room,1.0,70,0,
34013971,3996198,2012-10-28,Cozy yacht with terrace,la Vila Olímpica del Poblenou,Boat,Entire home/apt,2.0,100,1,100.0
34013991,15145539,2014-05-05,Modern double bedroom close to the beach,Diagonal Mar i el Front Marítim del Poblenou,Apartment,Private room,1.0,62,0,
34014128,135036507,2017-06-14,Habitación con balcón en el centro de Barcelona,la Dreta de l'Eixample,Apartment,Private room,1.0,75,4,100.0
34015007,256830797,2019-04-19,Mm Sweet Place 2.1,la Sagrada Família,Apartment,Private room,0.0,30,1,100.0
34015872,256830797,2019-04-19,Mm Sweet Place 2,la Sagrada Família,Apartment,Private room,0.0,60,2,100.0
34016322,72936040,2016-05-19,Barcelona Apartment AWESOME LOCATION sleeps 5+,Sant Antoni,Condominium,Entire home/apt,2.0,99,0,
34018725,88069690,2016-08-05,Beautiful Appartments Gótico,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,240,2,80.0
34019773,106627805,2016-12-08,Barcelona Center Yellow,les Corts,Apartment,Private room,1.0,35,0,
34019865,15145539,2014-05-05,Wonderful double bedroom close to the beach & mall,Diagonal Mar i el Front Marítim del Poblenou,Apartment,Private room,1.0,62,0,
34020164,106627805,2016-12-08,Barcelona Center Red,les Corts,Apartment,Private room,1.0,35,2,100.0
34020183,256870952,2019-04-19,Rincón de oro,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,0.0,65,2,90.0
34020250,106627805,2016-12-08,Barcelona Center Green,les Corts,Apartment,Private room,1.0,35,2,100.0
34020840,256877987,2019-04-19,Sant Antoni Original and Confortable Apartment,Sant Antoni,Apartment,Entire home/apt,2.0,99,4,100.0
34021001,187301210,2018-05-01,Barcelona centro / Rambla Cataluña,la Dreta de l'Eixample,Apartment,Private room,1.0,95,2,70.0
34021775,256886254,2019-04-19,SUPER CENTRAL AND BRIGHT!,el Poble Sec,Apartment,Private room,1.0,40,0,
34022717,256886254,2019-04-19,SUPER CENTRAL AND BRIGHT!!,el Poble Sec,Apartment,Private room,1.0,70,0,
34023433,256886254,2019-04-19,SUPER CENTRAL AND BRIGHT!!!,el Poble Sec,Apartment,Private room,1.0,70,0,
34026953,5286153,2013-03-02,Best location in Barcelona's downtown,la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,150,0,
34028941,256946153,2019-04-20,Centric and Bright stylish room in Las Ramblas,el Barri Gòtic,Apartment,Private room,1.0,79,0,
34030802,118638052,2017-03-01,TARDIS at Montjuic,el Poble Sec,Apartment,Entire home/apt,2.0,90,0,
34031983,256966874,2019-04-20,Modern apartment in the old city of Barcelona,el Raval,Apartment,Entire home/apt,1.0,170,1,80.0
34032415,50475498,2015-12-03,Beautiful and Calm with a View and A/C,Sants,Apartment,Entire home/apt,2.0,100,0,
34033367,256291929,2019-04-16,HAB DOBLE PLAZA CATALUÑA ( JOV - D),Sant Antoni,Apartment,Private room,1.0,100,2,50.0
34033813,156082382,2017-10-24,"Sant Antoni, 7 alojamiento, casco antiguo!!!",Sant Antoni,Apartment,Entire home/apt,5.0,130,0,
34034787,156082382,2017-10-24,"Arco del triunfo, barrio borne, piso para 7 pers.","Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,5.0,140,0,
34035654,156082382,2017-10-24,"Rambla Badal, estadio Camp Nou, Barcelona",Sants - Badal,Apartment,Entire home/apt,4.0,120,1,60.0
34035767,237230415,2019-01-17,COSY FLAT BEST BORN LOCATION ARC TRIOMF,"Sant Pere, Santa Caterina i la Ribera",Guest suite,Entire home/apt,1.0,75,0,
34036368,256946153,2019-04-20,Centric and Luxurious room in Las Ramblas,el Barri Gòtic,Apartment,Private room,1.0,49,0,
34036488,236780349,2019-01-15,MODERN FLAT FANTASTIC LOCATION BORN AREA,"Sant Pere, Santa Caterina i la Ribera",Guest suite,Entire home/apt,1.0,70,0,
34037114,256946153,2019-04-20,Centric and cozy room in Las Ramblas,el Barri Gòtic,Apartment,Private room,1.0,49,0,
34037550,256946153,2019-04-20,Centric and modern room in Las Ramblas,el Barri Gòtic,Apartment,Private room,1.0,75,0,
34037991,257015271,2019-04-20,Nice room in a nice apartment #1,Sant Gervasi - Galvany,Apartment,Private room,1.0,70,2,100.0
34038065,32334401,2015-05-01,Prive apartamemt,el Barri Gòtic,Apartment,Entire home/apt,6.0,50,1,20.0
34039019,121050783,2017-03-16,Modern flat 500m from the beach in Poblenou,el Poblenou,Apartment,Entire home/apt,1.0,125,0,
34039494,17687378,2014-07-05,Central Apartment in L'Eixample,la Dreta de l'Eixample,Apartment,Entire home/apt,3.0,75,0,
34040143,255778610,2019-04-14,STYLISH MODERN LOFT FOR 8 PPL NEXT TO RAMBLA,el Barri Gòtic,Loft,Entire home/apt,0.0,300,0,
34040190,10067769,2013-11-17,Sunny rooms Example,Sant Antoni,Guest suite,Private room,1.0,47,2,100.0
34040861,88069690,2016-08-05,Appartments in the heart Of Barcelona,el Raval,Apartment,Entire home/apt,2.0,240,0,
34040969,256795802,2019-04-19,COZY APARTMENT BY THE BEACH,la Barceloneta,Apartment,Entire home/apt,1.0,179,1,80.0
34041770,256800528,2019-04-19,COZY APPARTMENT IN CENTER OF BARCELONA,el Raval,Apartment,Entire home/apt,1.0,145,0,
34047949,32334401,2015-05-01,RAMBLAS ANGELS DORS,el Barri Gòtic,Apartment,Entire home/apt,6.0,80,1,20.0
34047969,32334401,2015-05-01,RAMBLA,el Raval,Apartment,Entire home/apt,6.0,80,0,
34047993,32334401,2015-05-01,RAMBLAS SUPERHOST PORTFERRISA,el Barri Gòtic,Apartment,Entire home/apt,6.0,50,1,20.0
34048322,257104084,2019-04-21,"Authentic, modern apartment close to Pl. Catalunya",la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,89,0,
34048971,217718797,2018-09-28,Excellent cozy and new flat in El Raval,el Raval,Apartment,Entire home/apt,1.0,129,0,
34050237,257115996,2019-04-21,Cozy flat near La Rambla and Teatre de Liceu,el Raval,Apartment,Entire home/apt,1.0,170,2,80.0
34054348,239582504,2019-01-28,Cozy apartment near for Ramblas and harbour,el Raval,Apartment,Entire home/apt,2.0,145,0,
34054867,69854162,2016-05-01,Excepcional habitación Sagrada Familia,la Sagrada Família,Apartment,Private room,1.0,49,2,100.0
34055100,256291929,2019-04-16,HAB PARA 4 EN LAS RAMBLAS ( OB - C ),el Raval,Apartment,Private room,1.0,185,1,40.0
34055247,256291929,2019-04-16,HAB DOBLE LAS RAMBLAS (OB  2),el Raval,Apartment,Private room,1.0,100,0,
34055294,251161465,2019-03-25,Habitación Rústica en Poblé Sec,el Poble Sec,Casa particular (Cuba),Private room,1.0,49,0,
34055556,257157781,2019-04-21,Cómoda y espaciosa habitación en Sant Gervasi,Sant Gervasi - la Bonanova,Apartment,Private room,1.0,50,2,70.0
34056147,256489820,2019-04-17,Room with two bedrooms for 6 people in center BCN,la Dreta de l'Eixample,Apartment,Private room,2.0,120,1,100.0
34056491,257165726,2019-04-21,Room in pretty apartment with minimalist interior.,la Sagrada Família,Apartment,Private room,1.0,45,1,100.0
34058007,257177868,2019-04-21,Great double room in heart of gotico,el Raval,Apartment,Private room,1.0,200,0,
34058038,253672571,2019-04-06,Cómo en Casa,el Camp d'en Grassot i Gràcia Nova,Apartment,Private room,1.0,35,0,
34058052,257177543,2019-04-21,Brilliant double room in heart of gotico,el Raval,Apartment,Private room,1.0,200,0,
34058439,198281707,2018-06-26,LOVELY PRIVATE ROOM 6 GUESTS WITH PRIVATE TERRACE,la Maternitat i Sant Ramon,Hostel,Private room,1.0,240,0,
34058685,257184053,2019-04-21,PRIVATE ROOM IN THE CENTER LAS RAMBLAS,el Raval,Apartment,Private room,1.0,48,2,100.0
34058805,255221462,2019-04-11,Ramblas easy home,el Raval,Apartment,Entire home/apt,0.0,61,0,
34059089,257186983,2019-04-21,Cozy room with private bathroom!,el Camp de l'Arpa del Clot,Casa particular (Cuba),Private room,1.0,49,0,
34060802,50834117,2015-12-08,La Room,la Dreta de l'Eixample,Guesthouse,Private room,1.0,140,0,
34061297,50834117,2015-12-08,Oasis en la jungla de Barcelona,la Dreta de l'Eixample,Serviced apartment,Entire home/apt,5.0,680,0,
34062138,238439074,2019-01-23,"Near of the beach 50m, Rambla Poblé Nou",el Poblenou,Apartment,Private room,0.0,75,1,100.0
34062504,257217361,2019-04-21,Nice apartment near Sant Antoni market Wifi AC,el Raval,Apartment,Entire home/apt,2.0,160,1,60.0
34062518,255778610,2019-04-14,AMAZING CENTRIC LOFT DUPLEX (VERY TOURISTIC ZONE),el Barri Gòtic,Loft,Entire home/apt,0.0,300,2,100.0
34062605,257216707,2019-04-21,Las Rambles,la Dreta de l'Eixample,Apartment,Entire home/apt,4.0,289,0,
34062612,13599653,2014-03-27,GREEN ROOM / Workshop/ Pl. Espana 5 min,Hostafrancs,Barn,Private room,1.0,50,0,
34070336,257284428,2019-04-22,Piso rústico con patio en el centro de Barcelona,el Poble Sec,House,Entire home/apt,2.0,80,3,100.0
34073950,253001793,2019-04-03,Room For 3 People (CITY CENTER) +wifi,el Raval,Apartment,Private room,1.0,49,0,
34073979,248238044,2019-03-11,Double room interior in big apartment in Barcelona,la Nova Esquerra de l'Eixample,Apartment,Private room,1.0,25,1,20.0
34074838,257308327,2019-04-22,New!2Bed1BathOldTownBalconyMontly Rental,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,49,0,
34075122,257307053,2019-04-22,Stylish and modern room in Las Ramblas,el Raval,Apartment,Private room,1.0,79,2,80.0
34075472,15892125,2014-05-23,Apartment in the city center! I Pdd,el Poble Sec,Apartment,Entire home/apt,2.0,51,1,100.0
34075549,257315264,2019-04-22,Big ROOM SUITE in 1min of Rambla private salon,el Barri Gòtic,Apartment,Private room,2.0,200,0,
34076129,256807924,2019-04-19,Great location for three guests!! C2,el Raval,Apartment,Private room,1.0,70,0,
34076166,257312692,2019-04-22,Maravilloso Apartamento en Barcelona,el Raval,Apartment,Private room,1.0,22,0,
34076509,256807924,2019-04-19,Great location for two guests! C1,el Raval,Apartment,Private room,1.0,40,0,
34076631,257307053,2019-04-22,Stylish and urban room in Las Ramblas,el Raval,Apartment,Private room,1.0,79,3,73.0
34077196,257307053,2019-04-22,Central and comfortable room in Las Ramblas,el Raval,Apartment,Private room,1.0,79,5,88.0
34077749,257307053,2019-04-22,Central and pleasant room in Las Ramblas,el Raval,Apartment,Private room,1.0,79,1,100.0
34078123,257307053,2019-04-22,Exquisite room with balcony in Las Ramblas,el Raval,Apartment,Private room,1.0,79,3,100.0
34078248,7678248,2013-07-23,PISO COMPLETO Y EQUIPADO EN ALQUILER,la Teixonera,Apartment,Entire home/apt,2.0,250,0,
34078445,257307053,2019-04-22,Fantástic room with balcony in Las Ramblas,el Raval,Apartment,Private room,1.0,79,2,70.0
34079217,707904,2011-06-16,Modern 2 Bedroom Apartment with Big Terrace in BCN,la Dreta de l'Eixample,Apartment,Entire home/apt,2.0,180,0,
34079456,220893351,2018-10-16,COZY APPARTMENT IN HEART OF BARCELONA,el Raval,Apartment,Entire home/apt,1.0,240,0,
34079507,257343961,2019-04-22,"Habitación doble en El Born,con ventana exterior","Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,47,2,100.0
34080074,256800528,2019-04-19,Beautiful flat near PASSEIG DE GRACIA,l'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,1.0,240,2,20.0
34080331,9912948,2013-11-09,Bright Bedroom & Private Bath in Center El Borne,"Sant Pere, Santa Caterina i la Ribera",Apartment,Private room,1.0,80,0,
34080885,256795802,2019-04-19,BEAUTIFUL APARTMENT IN FRONT OF THE SEA,la Barceloneta,Apartment,Entire home/apt,1.0,179,1,40.0
34081304,44659830,2015-09-20,Rooftop apartment with private floor,l'Antiga Esquerra de l'Eixample,Apartment,Private room,2.0,65,1,
34081766,257357829,2019-04-22,Large Room for 2 persons in Poble Nou!,el Poblenou,Guest suite,Private room,1.0,80,1,100.0
34082321,88069690,2016-08-05,Central Apartments - Palau de la Música,"Sant Pere, Santa Caterina i la Ribera",Apartment,Entire home/apt,2.0,365,0,
